dataset,sample_id,modal,natoms,case,repeat_idx,edge_length_norm_ms,edge_length_norm_ms_load,radial_basis_ms,radial_basis_ms_load,cutoff_ms,cutoff_ms_load,radial_combine_ms,radial_combine_ms_load,spherical_harmonics_ms,spherical_harmonics_ms_load,pair_expand_ms,pair_expand_ms_load,conv_weight_nn_ms,conv_weight_nn_ms_load,pair_indexing_ms,pair_indexing_ms_load,conv_src_gather_ms,conv_src_gather_ms_load,conv_filter_gather_ms,conv_filter_gather_ms_load,conv_message_tp_ms,conv_message_tp_ms_load,flash_fused_conv_ms,flash_fused_conv_ms_load,conv_aggregation_ms,conv_aggregation_ms_load,conv_denominator_ms,conv_denominator_ms_load,top_input_embedding_ms,top_input_embedding_ms_load,top_interaction_other_ms,top_interaction_other_ms_load,top_readout_ms,top_readout_ms_load,top_force_output_ms,top_force_output_ms_load,model_total_ms,model_total_ms_load,other_ms,other_ms_load
ani1ccx,055:0,spice,55,e3nn_baseline,0,0.024303095415234566,2042.0,0.041906023398041725,2042.0,0.09346799924969673,2042.0,0.00864686444401741,16336.0,121.3293659966439,2042.0,0.0,0.0,0.5145887844264507,10210.0,0.0,0.0,0.11249887757003307,10210.0,0.0,0.0,64.15232131257653,10210.0,0.0,0.0,0.5934569053351879,10210.0,0.05738693289458752,0.0,0.9893139358609915,0.0,61.22473441064358,0.0,2.893958706408739,0.0,33.711195923388004,0.0,286.637504119426,0.0,65.72084710933268,0.0
ani1ccx,055:0,spice,55,e3nn_baseline,1,0.023324042558670044,2042.0,0.04123407416045666,2042.0,0.0974070280790329,2042.0,0.00899587757885456,16336.0,0.2399408258497715,2042.0,0.0,0.0,0.5172353703528643,10210.0,0.0,0.0,0.11115893721580505,10210.0,0.0,0.0,62.67270795069635,10210.0,0.0,0.0,0.586724141612649,10210.0,0.0549759715795517,0.0,1.0287747718393803,0.0,61.004463816061616,0.0,2.8269607573747635,0.0,26.713571045547724,0.0,156.78713005036116,0.0,64.2280736938119,0.0
ani1ccx,055:0,spice,55,e3nn_baseline,2,0.023017171770334244,2042.0,0.038973987102508545,2042.0,0.08323392830789089,2042.0,0.008929986506700516,16336.0,0.22300193086266518,2042.0,0.0,0.0,0.5027498118579388,10210.0,0.0,0.0,0.1093810424208641,10210.0,0.0,0.0,62.150271609425545,10210.0,0.0,0.0,0.5875048227608204,10210.0,0.059528276324272156,0.0,0.9545460343360901,0.0,60.994699597358704,0.0,2.787024015560746,0.0,26.568866800516844,0.0,155.93989100307226,0.0,63.69130173698068,0.0
ani1ccx,055:0,spice,55,e3nn_baseline,3,0.02319994382560253,2042.0,0.03965594805777073,2042.0,0.08698995225131512,2042.0,0.008585862815380096,16336.0,0.2073780633509159,2042.0,0.0,0.0,0.5055938381701708,10210.0,0.0,0.0,0.10769465006887913,10210.0,0.0,0.0,62.42075702175498,10210.0,0.0,0.0,0.5858303047716618,10210.0,0.054653966799378395,0.0,0.964178005233407,0.0,60.85405219346285,0.0,2.8328702319413424,0.0,26.730598881840706,0.0,156.2543581239879,0.0,63.95319476723671,0.0
ani1ccx,055:0,spice,55,e3nn_baseline,4,0.023310072720050812,2042.0,0.04378613084554672,2042.0,0.08317013271152973,2042.0,0.008516013622283936,16336.0,0.21530012600123882,2042.0,0.0,0.0,0.5068238824605942,10210.0,0.0,0.0,0.11054077185690403,10210.0,0.0,0.0,62.666929326951504,10210.0,0.0,0.0,0.5875029601156712,10210.0,0.05547422915697098,0.0,0.9611858986318111,0.0,60.405215714126825,0.0,2.870196709409356,0.0,26.569813955575228,0.0,155.98605619743466,0.0,64.22645226120949,0.0
ani1ccx,055:0,spice,55,e3nn_pair_full,0,0.02002296969294548,1021.0,0.03910902887582779,1021.0,0.08418294601142406,1021.0,0.00913301482796669,8168.0,145.73452388867736,1021.0,0.12391805648803711,72491.0,0.5105161108076572,5105.0,0.3037212882190943,25525.0,0.12870179489254951,10210.0,0.0810055062174797,10210.0,8.325724164023995,10210.0,0.0,0.0,0.6666190456598997,10210.0,0.05830009467899799,0.0,1.0904099326580763,0.0,60.45153131708503,0.0,2.787031000480056,0.0,186.51989405043423,0.0,408.47056615166366,0.0,10.940718231722713,0.0
ani1ccx,055:0,spice,55,e3nn_pair_full,1,0.01991097815334797,1021.0,0.03910204395651817,1021.0,0.0834958627820015,1021.0,0.008903909474611282,8168.0,0.23520109243690968,1021.0,0.07771770469844341,72491.0,0.48615969717502594,5105.0,0.29923534020781517,25525.0,0.13292348012328148,10210.0,0.08052471093833447,10210.0,8.275091415271163,10210.0,0.0,0.0,0.6444870959967375,10210.0,0.05122995935380459,0.0,0.9891558438539505,0.0,61.007438227534294,0.0,2.7804109267890453,0.0,39.941648952662945,0.0,116.63579498417675,0.0,10.820509400218725,0.0
ani1ccx,055:0,spice,55,e3nn_pair_full,2,0.02014380879700184,1021.0,0.03985920920968056,1021.0,0.08363812230527401,1021.0,0.009181909263134003,8168.0,0.23777596652507782,1021.0,0.07814285345375538,72491.0,0.48483721911907196,5105.0,0.3005610778927803,25525.0,0.12833625078201294,10210.0,0.08060806430876255,10210.0,8.368036011233926,10210.0,0.0,0.0,0.6683447863906622,10210.0,0.052440911531448364,0.0,0.9767806623131037,0.0,61.17324251681566,0.0,2.786282915621996,0.0,39.79206085205078,0.0,116.75889417529106,0.0,10.93646208755672,0.0
ani1ccx,055:0,spice,55,e3nn_pair_full,3,0.020106090232729912,1021.0,0.043045030906796455,1021.0,0.08809403516352177,1021.0,0.008616829290986061,8168.0,0.2513208892196417,1021.0,0.07897987961769104,72491.0,0.49316510558128357,5105.0,0.30067283660173416,25525.0,0.13062194921076298,10210.0,0.08094566874206066,10210.0,8.370772935450077,10210.0,0.0,0.0,0.6513479165732861,10210.0,0.051635317504405975,0.0,0.99201500415802,0.0,61.03055039420724,0.0,2.822592156007886,0.0,39.819999132305384,0.0,116.69937497936189,0.0,10.923160705715418,0.0
ani1ccx,055:0,spice,55,e3nn_pair_full,4,0.01934194006025791,1021.0,0.03825593739748001,1021.0,0.08492195047438145,1021.0,0.008902046829462051,8168.0,0.2400639932602644,1021.0,0.07751933299005032,72491.0,0.48915413208305836,5105.0,0.30363001860678196,25525.0,0.12829783372581005,10210.0,0.08104718290269375,10210.0,8.2925611641258,10210.0,0.0,0.0,0.6475171539932489,10210.0,0.05236966535449028,0.0,0.9875467512756586,0.0,61.03476765565574,0.0,2.787768142297864,0.0,40.07360013201833,0.0,116.81397794745862,0.0,10.838086949661374,0.0
